IDUTENTE;NOME;NUMERODISPOSITIVOELETRONICO
14160433;LEONOR PIRES BACELAR DOMINGOS;9241-200
14162709;CLOTILDE CARRASCO CASTRO EANES;9858-84
14163827;CARMO DIAS AGUIAR FONSECA NASCIMENTO PROENCA;8229-285
14164956;CARLOTA DIAS BARROS PINTO BACELAR ROCHA CIPRIANO;13611-823
14165199;CLARICE CARMONA TINOCO CARDOSO MORENO PACHECO;11173-396
14166069;MARISA CIPRIANO AMADO ANDRADE AZENHA AMORIM;12288-649
14170745;DAVID ALMEIDA ANDRADE ARANTES;7611-415
14170853;BRUNA BARBOSA NASCIMENTO BAPTISTA;11716-299
14172176;ALZINDA ROSADO NASCIMENTO REGUEIRA;7068-667
14173009;ALZINDA VIVAS CARNEIRO ANDRADE;7280-166
14174554;CELSO PIRES MOREIRA FONSECA;11945-911
14181617;BRUNO TINOCO BAPTISTA MOREIRA;16364-801
14182088;DANIEL PINTO MOURA COELHO PERES MOTA;12731-529
14182666;CARMO AROUCA AZEVEDO NASCIMENTO AZENHA;16917-192
14183316;HUGO AROUCA PAREDES ANDRADE CARRICO MATOS ANTUNES;5781-622
14184817;CELINO PINHEIRO CARRICO FERRAZ CARREIRA;3883-196
14189050;BRUNA CAIADO AMADO COELHO PACHECO;16436-709
14192472;SILVIA ANTUNES AZEREDO NASCIMENTO VIVAS;1136-260
14193638;CLOTILDE CALADO MORENO CANECO QUADROS PINHEIRO MARTINS;10928-267
14194414;DAVID BARBOSA BARBOSA FONSECA AZENHA AMADO;12769-361
14196787;DOLORES ESTRELA SOEIRO LOPES EANES FARIAS;4041-856
14197326;CELSO AZEVEDO MORA MOURÃO BELCHIOR COELHO SEIXAS;11401-340
14198133;JOANA REGO VIVAS VALBOM DINIS LEÃO;13352-140
14203982;DAVID MARTINS ARANTES BARROS;11042-72
14205400;SORAIA MACEDO CARDOSO LOBATO;6982-396
14206296;CELINA SOEIRO CARDOSO ANDRADE CALADO;12473-332
14208509;BASILIO ALMEIDA PAREDES CALADO QUADROS TINOCO CALHEIROS;6687-572
14211371;CRISTIANO QUADROS BAPTISTA MOURÃO CALADO NASCIMENTO SEIXAS;16881-102
14211629;LUIS ESTRELA MOURÃO SANTOS CASTANHEIRA;3963-764
14217711;CELINO BARBOSA AMORA PROENCA;18283-932
14219694;DAVID BOGAS ALMEIDA AMADO SEIXAS EANES;19283-841
14220559;BERNARDO MOREIRA MORENO AMORA CARREIRA CARRASCO;7320-875
14221880;CELSO PAREDES FERRAZ CALADO;3882-401
14224812;HUGO TINOCO MENDES PERES NUNES;2770-739
14224908;BRUNO DIAS AMORA SANTOS;15181-452
14225475;ALZINDA ANDRADE SOEIRO CALADO AZEREDO;2155-503
14226092;ANA LEAL LEÃO REGO FERRAZ;2181-545
14228094;PAULO NASCIMENTO MARTINS FERREIRA CLEMENTINO SANTOS AZEREDO;14850-541
14230693;LUCAS CASTANHEIRA CUNHA MARTINS CARRICO NASCIMENTO CASTANHEIRA;19584-546
14232194;EDUARDO VIVAS CALHEIROS FERRO AROUCA QUEIROS;7449-169
14233159;LUIS LOPES ANDRADE CARDOSO MATEUS PACHECO REGO;14697-750
14238879;JOANA PIRES CASTRO LEÃO MOREIRA CALHEIROS DIAS;7940-379
14240686;DOLORES VALBOM SANTOS SOEIRO MORENO BRITO LOPES;13825-723
14240699;LILIANA AMADO PINHEIRO REGUEIRA CARRICO PINHEIRO DIAS;6788-366
14241964;BÓRIS MOURÃO LOPES BAPTISTA FARIAS MOURÃO;1165-188
14244326;MARISA MOURA LOPES REGUEIRA;9181-592
14245412;BASILIO BARROS COELHO MOREIRA;18594-603
14249546;FRANCISCA CARRASCO PINHEIRO CARRICO FERRO AZEVEDO MARTINS;1431-422
14249669;LUIS VIVAS REAL COELHO TINOCO ALMADA ALMEIDA;2528-332
14250810;EDUARDA ROSADO SEQUEIRA VALBOM CLEMENTINO AZEVEDO;9899-333
14251535;BASILIO LOPES FERRO CLEMENTINO DIAS QUADROS MOURA;15631-548
14253477;LEONOR CARDOSO BELCHIOR LOPES BRITO;13913-262
14253705;EDUARDO ANDRADE AGUIAR ROCHA MOURÃO;2462-939
14254400;EDUARDO MORENO QUADROS CARRASCO;14057-525
14254922;SORAIA REAL MATOS ROCHA AGUIAR FONSECA QUADROS;18935-360
14256959;FRANCISCO CARNEIRO NASCIMENTO CARMONA PAREDES;15265-652
14257473;DOLORES AMADO FARIAS ANDRADE REGO;10712-406
14259899;SORAIA AGUIAR AMORIM CARMONA CALHEIROS ROCHA MENDES;2704-560
14260398;DOLORES NUNES FERREIRA BOGAS PINTO;9169-922
14263975;ODETE ROCHA MOREIRA BACELAR NASCIMENTO LEÃO;16892-457
14265381;LEONOR DINIS PAREDES MARTINS ANDRADE;14744-434
14268183;RODOLFO ROCHA AMORIM CARRASCO BARROS MENDES FONSECA;17101-654
14269724;FRANCISCO SILVA LEAL MORENO BELCHIOR;7283-505
14269732;BRUNO AMORA REGO CARRASCO SOEIRO;2094-397
14271037;CLARICE CARREIRA NOGUEIRA AZEREDO;11184-478
14271841;PEDRO FERRO VALBOM CALHEIROS BARROS LOBATO;1755-980
14273175;PAULO RAMALHO AZENHA REAL MACEDO NUNES PERES;8265-676
14273843;RITA MORENO PROENCA CLEMENTINO;3358-200
14275499;CELSO CARNEIRO CARREIRA ALMADA ROCHA QUEIROS MOURÃO;11466-782
14279413;SORAIA NASCIMENTO CARREIRA CARREIRA MOURA CAIADO CLEMENTINO;13033-481
14285512;DINA SANTOS FERRAZ LOBATO;4695-854
14286643;LEONOR SOEIRO AZEREDO LOBATO MORENO;11886-878
14287497;FRANCISCA CUNHA DINIS SEIXAS BACELAR CANECO;5401-217
14288733;DORA TINOCO MACEDO AZENHA;18223-338
14288995;DOLORES MATEUS COELHO CLEMENTINO CASTANHEIRA CASTRO;19391-711
14289325;SILVIA CIPRIANO AGUIAR PROENCA;13298-316
14290397;PEDRO PAREDES COELHO CARMONA;12520-198
14290866;DANIEL NASCIMENTO AMORIM REGO ANTUNES;11848-733
14296326;PEDRO AZEREDO CANECO DINIS CAIADO QUEIROS;3172-148
14296992;CARINA BELCHIOR CUNHA ALMADA;11721-397
14299640;BERNARDO CALHEIROS REGO LOBATO MORA CABRAL;13537-39
14300219;SORAIA QUEIROS AZEREDO MORA;9564-355
14303507;ODETE CLEMENTINO MATOS AMORIM ANDRADE BELCHIOR;15531-426
14305023;CARLA MARTINS CARRASCO MOREIRA SOEIRO ANDRADE ANTUNES;15929-967
14308591;BRUNA PAREDES AZENHA LOPES CABRAL FARIAS;5357-425
14311255;CELSO MOURA ALMEIDA DOMINGOS;1022-837
14311780;ALZINDA SEIXAS CARRASCO PERES FERRO;12321-712
14312972;DUARTE MATOS SANTOS AZEVEDO MOTA CARRICO;7994-898
14313098;DANIEL AZENHA LEÃO QUEIROS SOEIRO;18818-397
14314739;BASILIO CALADO SEQUEIRA LEÃO REAL FARIAS SEQUEIRA;9246-618
14317462;DULCINEIA CARNEIRO BAPTISTA MACEDO AZENHA SANTOS;8688-112
14317546;CRISTIANO MOURA RAMALHO FERRAZ;17468-986
14318191;HUGO AZEREDO LOPES ALMEIDA CARRICO LEAL PINTO;8717-523
14318959;CARLA MATEUS LEAL QUEIROS;7468-59
14319320;CLOTILDE QUEIROS AGUIAR NUNES;6424-498
14320951;LILIANA FERREIRA CASTANHEIRA SILVA;18500-279
14321088;SILVIA PERES SOEIRO CUNHA BELCHIOR AROUCA;1822-239
14322097;MARIA ESTRELA CASTRO CARMONA SOEIRO ROCHA;5141-138
14322418;RICARDO CALADO MOURA REGO REAL MATEUS;12636-901
14324226;BÓRIS CIPRIANO AGUIAR MATOS;16789-314
14324998;RODOLFO SANTOS REGO CARNEIRO BRITO VALBOM CARDOSO;18910-436
14326133;BRUNA CASTRO MOTA PINHEIRO SANTOS CANECO CARREIRA;4021-132
14327610;RICARDO PAREDES PROENCA ANDRADE AZENHA;6383-706
14328108;CAMILO ALMEIDA MENDES COELHO DINIS FERRO;17481-350
14330365;DAVID BRITO AZEVEDO AMORIM BACELAR MORA NUNES;6665-732
14334485;CLARICE REGO CARMONA AMORA NOGUEIRA EANES ALMADA;15245-683
14335757;RICARDO SOEIRO NASCIMENTO REGO;9873-632
14336966;PEDRO CANECO PROENCA ANDRADE CARREIRA BAPTISTA;10121-367
14337398;VITOR CARRICO DIAS REAL MORENO;8702-463
14339046;LUIS FARIAS PACHECO NOGUEIRA;3814-970
14340350;CRISTIANA SEIXAS REGUEIRA PROENCA VALBOM QUADROS ALMEIDA;19235-712
14342646;BERNARDO NOGUEIRA DIAS NASCIMENTO MORA TINOCO AMORA;14622-880
14344057;LUCAS AMORA RAMALHO BARROS;7479-349
14347592;DULCINEIA MOTA REGO REGUEIRA BARROS;18396-676
14348599;LUIS BAPTISTA MARTINS AMORA MOTA;12228-478
14350714;BRUNA AROUCA SANTOS CAIADO AROUCA PERES;10168-508
14351671;DUARTE FARIAS NASCIMENTO MENDES NUNES;2712-102
14352540;RICARDO ANDRADE NOGUEIRA MATOS;1992-84
14354800;CRISTIANO LOPES ARANTES MOREIRA;1556-991
14357369;DULCE CARREIRA FERRAZ AGUIAR CASTRO CUNHA;5162-978
14358395;EDUARDO CARREIRA CIPRIANO CARREIRA SANTOS SILVA;17239-230
14360595;JOANA CARVALHEIRA AZEREDO PIRES QUEIROS ALMEIDA;3271-896
14360694;ODETE REAL ESTRELA CARNEIRO DINIS MOURÃO DINIS;14557-215
14362402;CLOTILDE LOPES BOGAS CAIADO ARANTES;10003-163
14364947;RICARDO QUEIROS CARREIRA QUEIROS;16922-553
14366378;FRANCISCA CAIADO SOEIRO LEÃO ANDRADE;5550-657
14368366;LILIANA CARRASCO AGUIAR QUADROS SOEIRO;4695-493
14368423;DANIEL CALHEIROS CARREIRA ANTUNES CAIADO BARROS;18962-412
14368662;FRANCISCA CARDOSO SEIXAS ROCHA ANDRADE PIRES NASCIMENTO;6590-135
14368833;BÓRIS BRITO PERES FARIAS CLEMENTINO CLEMENTINO;9478-475
14369217;MARISA CASTANHEIRA BACELAR SILVA RAMALHO DIAS;13274-355
14370840;DULCE REGO CALADO VIVAS FONSECA;6639-373
14371824;DANIEL BRITO PROENCA QUADROS BOGAS;16939-701
14374292;CELINA MORA EANES SANTOS AZENHA PAREDES;14283-821
14374440;LEONOR MOURÃO AZEREDO CANECO CARNEIRO TINOCO;16925-77
14378895;BRUNA NOGUEIRA MATOS BARROS CASTRO FONSECA MATEUS;15249-621
14379254;EDUARDO COELHO ROSADO FERREIRA CABRAL SEQUEIRA;4559-892
14379405;DORA AGUIAR MATOS NOGUEIRA SOEIRO BARBOSA CASTRO;5408-237
14380050;DULCE AZENHA CALADO SEQUEIRA BRITO MARTINS CARVALHEIRA;8241-240
14382077;CAMILO BAPTISTA CASTRO FERRAZ SOEIRO;4459-749
14384175;CLOTILDE MATEUS NUNES ALMEIDA ESTRELA CARRICO;7961-441
14384619;JOANA MORENO CASTRO ESTRELA PROENCA;18830-997
14386184;CLARICE SILVA AZEREDO MOURÃO AGUIAR AZEREDO PINTO;8037-292
14386489;PAULO SOEIRO CABRAL BOGAS CARVALHEIRA AMORIM AMORIM;10745-547
14386625;FRANCISCA MOURA MATEUS LEAL CASTANHEIRA AGUIAR MATEUS;17301-327
14386919;CARLOTA DIAS ROCHA AZEREDO;9646-572
14388842;RODOLFO CARRICO CANECO SOEIRO MOTA AMORIM;8300-574
14389238;CAMILO MATOS PERES AROUCA;4084-831
14391284;MARISA ARANTES PIRES SILVA ALMADA PACHECO;15468-664
14392586;DULCINEIA LEAL BRITO MORA REGUEIRA CUNHA;16256-420
14392607;CELINA NASCIMENTO PROENCA SOEIRO SANTOS MOREIRA ROCHA;11076-36
14393600;EDUARDO ESTRELA CARRICO CALHEIROS MOTA PROENCA AMORIM;14429-344
14393859;DAVID FERRAZ QUADROS AGUIAR;5563-132
14400200;JOANA CLEMENTINO MOREIRA CARRICO;15430-865
14400220;FRANCISCO REGUEIRA ALMADA CUNHA DINIS;1274-564
14406328;CELINA BELCHIOR AMORIM REGO ESTRELA;17243-625
14411447;RODOLFO FARIAS SOEIRO AZEVEDO ANDRADE DIAS;6813-123
14413097;MARISA ARANTES FERREIRA NUNES MOTA REGUEIRA BAPTISTA;5716-301
14414902;RICARDO NOGUEIRA PINTO SOEIRO RAMALHO FERRAZ;18329-185
14415585;CELSO CAIADO VIVAS AMORIM CARRICO;8867-969
14416277;MARIA CAIADO REGO MATOS MORA BELCHIOR MOTA;15434-754
14418042;CARMO PERES ROCHA PERES BRITO;7546-638
14423453;FRANCISCA EANES REAL CARDOSO MATOS CLEMENTINO;7588-104
14427594;EDUARDA PAREDES CARVALHEIRA CARMONA;2892-801
14428723;BÓRIS SEIXAS NOGUEIRA ESTRELA BARROS FERRAZ;1723-624
14433260;CELSO REGUEIRA SOEIRO CAIADO MOURÃO;13082-925
14433734;CELINA COELHO ALMADA BAPTISTA AZENHA CLEMENTINO;6774-655
14438102;CELINA SILVA ROSADO BELCHIOR MATEUS;6677-25
14438183;CARLOTA MOREIRA MOREIRA MOURÃO CARRICO;17211-295
14439433;CAMILO AGUIAR CASTRO ANTUNES CARRASCO;13314-213
14446770;CRISTIANO ALMADA EANES CARREIRA CARNEIRO;3110-65
14448176;CARINA PAREDES MORENO REGO MATEUS AROUCA CABRAL;2610-354
14448453;ALZINDA MARTINS CALADO CANECO;12012-266
14450527;CARMO DINIS BARBOSA FERRO MORENO EANES;7892-597
14450990;PEDRO AROUCA NUNES CARRICO;5478-141
14452130;DANIEL BELCHIOR MORENO PAREDES MACEDO BAPTISTA;4326-125
14452329;LUIS DIAS ROCHA MOREIRA AMADO AMADO;4607-652
14452863;CLARICE LEÃO DOMINGOS BARBOSA;17044-484
14453164;BASILIO COELHO DIAS CARDOSO;18434-915
14453395;EDUARDA QUADROS CARRASCO MENDES AZEVEDO;7798-781
14454348;LUCAS BOGAS REAL NASCIMENTO NUNES MOURÃO;12880-731
14460166;BERNARDO SOEIRO MATEUS BRITO;12251-478
14462877;EDUARDA AMADO ROCHA MOURÃO PROENCA;6049-114
14463368;CRISTINA LEAL AMORA MOURA TINOCO EANES MARTINS;7919-903
14464171;RODOLFO AMORA CASTANHEIRA SOEIRO LEAL;7722-956
14464518;DULCE MATEUS MORA BRITO ARANTES CUNHA PROENCA;1627-192
14465342;CRISTIANA CIPRIANO ANDRADE SOEIRO BRITO NOGUEIRA;5100-645
14465647;BERNARDO BELCHIOR BOGAS CUNHA PINTO AZENHA MOTA;12037-515
14465832;DANIEL CARREIRA VALBOM MATEUS CASTANHEIRA;8685-943
14466778;CELSO MORENO CALADO FERREIRA CLEMENTINO PROENCA;5519-434
14468349;DULCE REGO SILVA BELCHIOR;12492-693
14470444;EDUARDO SEIXAS SEQUEIRA AZEVEDO FONSECA CARRASCO BAPTISTA;9666-829
14471409;DANIEL AMORA FONSECA PINHEIRO BARBOSA ANTUNES;2697-740
14471655;BERNARDO PAREDES AZEREDO PERES MARTINS;14353-644
14474393;DANIEL CAIADO MENDES CARRASCO REAL ANDRADE CARMONA;8914-69
14474946;VALDEMAR CARRASCO AZENHA BARROS CASTRO MACEDO CARNEIRO;9437-647
14475720;EDUARDA LEAL AZEVEDO BACELAR CALADO;17308-348
14477569;DULCE CLEMENTINO PAREDES MENDES DINIS CIPRIANO MOURA;13718-800
14478722;DUARTE PERES MOURÃO MATEUS PERES CALHEIROS;2678-814
14480243;CLOTILDE MOURA NOGUEIRA MOURA AMORIM MATOS;18635-590
14480909;DAVID ANTUNES LEAL EANES MORENO AMORA;6426-894
14486826;FRANCISCO AMORIM MARTINS CARREIRA PROENCA COELHO;10101-158
14487161;CRISTIANO LEÃO CARRICO CARRASCO;6176-723
14487685;EDUARDA LOPES BRITO EANES CASTRO;2473-602
14488032;CARLOTA DOMINGOS QUADROS CASTANHEIRA;14672-298
14488358;CARMO FARIAS AZEVEDO NOGUEIRA VIVAS VIVAS ARANTES;8742-944
14490603;DULCINEIA FONSECA CANECO MENDES CANECO;13598-150
14490867;VALDEMAR PACHECO AZEREDO FERRO CARMONA;14378-360
14490905;CLAUDIO DOMINGOS REAL AMORIM MOREIRA;7178-757
14491368;LUCAS CASTANHEIRA ANDRADE CARNEIRO AGUIAR REAL;18403-712
14492670;LUIS PAREDES CAIADO SEIXAS;3675-209
14494726;RITA FERRO PINHEIRO CAIADO;9850-547
14495105;BÓRIS REGO BARBOSA CALHEIROS NUNES CAIADO MOURA;14245-310
14496155;DANIEL CARRASCO CARNEIRO AMORIM MATOS;12079-560
14497155;CLARICE REGO AMORIM VIVAS FERREIRA MORENO BARROS;12849-829
14498702;CARLA FERREIRA AZEREDO ALMADA SEQUEIRA;2205-732
14500097;BRUNO CARNEIRO CARRASCO PINTO ROCHA DINIS CARRICO;17375-136
14502087;LEONOR MOURA ROCHA CARMONA CLEMENTINO MACEDO MOTA;16780-831
14502699;CELSO BACELAR LEAL LOBATO MENDES BACELAR;1418-554
14504515;ODETE LOPES MATEUS AZENHA AMORIM CAIADO;18794-712
14505094;DUARTE FERRO CALHEIROS PERES VIVAS NOGUEIRA;2367-803
14506133;BÓRIS MENDES PROENCA DINIS ANDRADE;15533-415
14507053;RODOLFO MARTINS COELHO MATEUS MOURÃO BELCHIOR BACELAR;15571-522
14508068;SORAIA COELHO CARRICO MATEUS NUNES;5995-749
14509180;BRUNO BAPTISTA PINHEIRO BOGAS MOREIRA LEÃO;13421-251
14510223;DORA REAL AGUIAR AROUCA;12786-395
14517899;EDUARDO ANDRADE SOEIRO NASCIMENTO;5559-952
14519117;PAULO MOTA AZEVEDO FARIAS MENDES SEQUEIRA MACEDO;12451-887
14521357;LUIS PINHEIRO BARROS BOGAS ANDRADE TINOCO;4247-478
14523189;FRANCISCA MOURA MOTA CABRAL SANTOS;10400-250
14523287;DOLORES CANECO QUADROS CARREIRA MOREIRA;9531-396
14523578;SILVIA AMORIM CAIADO MARTINS CASTRO MOREIRA;9731-646
14524042;CELINA CANECO CABRAL AMADO ANDRADE MORENO;2517-938
14526027;RITA LEAL PINTO CABRAL ALMADA;5355-415
14527721;PEDRO MORA CABRAL PAREDES;1107-478
14533910;DINA CUNHA CANECO DIAS;2550-579
14534671;SILVIA SANTOS REGO COELHO AZEREDO;5895-128
14535296;CARLOTA ANDRADE QUADROS MOTA;17085-971
14535367;PEDRO PACHECO AMADO PERES;17026-455
14536676;CATARINA CARRICO REGO PINTO;11968-230
14537386;CELSO MACEDO CARDOSO AROUCA ALMADA DIAS BRITO;2681-268
14537772;PEDRO QUADROS MOTA FERRAZ SEQUEIRA TINOCO;16284-109
14538842;CATARINA AROUCA ANDRADE NUNES;13018-490
14539129;CLARICE ESTRELA SEIXAS PROENCA CUNHA NOGUEIRA MOREIRA;14096-453
14539325;DANIEL LEAL ANTUNES TINOCO ARANTES;14633-299
14540953;BASILIO PINHEIRO MOTA AZEREDO PINHEIRO BRITO PROENCA;19097-412
14542460;LILIANA SEIXAS ANTUNES MORA;11094-952
14544857;CLOTILDE SILVA BRITO COELHO RAMALHO CARRICO MACEDO;13198-697
14545854;PAULO ROSADO VALBOM BELCHIOR PERES;5094-36
14547269;FRANCISCO PINHEIRO LOPES PAREDES LOBATO;14772-178
14547942;EDUARDO BRITO PINHEIRO PAREDES QUADROS BELCHIOR;7182-547
14549675;FRANCISCA AZEREDO CUNHA ANDRADE NOGUEIRA;13614-12
14550419;CARINA MOURA AMORIM AMADO;9440-251
14550844;LEONOR FERREIRA CARREIRA SOEIRO ESTRELA CARNEIRO;7304-837
14552849;LILIANA LOPES NASCIMENTO REGO MOURÃO;9090-284
14554448;CARLA MATOS ALMEIDA AMORA;14891-608
14557336;CELSO BELCHIOR AROUCA PINTO SEIXAS;17064-367
14559391;LUCAS BACELAR CARDOSO SANTOS AMORIM;2243-961
14560788;LUCAS CALHEIROS CARVALHEIRA CARNEIRO ESTRELA FERRAZ;9987-807
14561521;CELINA ROCHA CABRAL NASCIMENTO RAMALHO;18634-431
14565449;DOLORES FERRAZ AGUIAR SANTOS ANDRADE MATOS AMORIM;1854-824
14566005;CRISTIANA SANTOS DINIS AGUIAR;11044-836
14568388;MARISA QUADROS REGO PACHECO;19387-450
14570274;MARISA ROSADO MOURÃO MOREIRA CANECO;13920-917
14571382;CARMO CARREIRA CUNHA CIPRIANO DOMINGOS;19968-384
14572307;DANIEL LOBATO FARIAS VALBOM EANES;4702-151
14573823;DUARTE CARNEIRO CARRICO MENDES PROENCA CASTANHEIRA;5206-215
14577886;DANIEL REAL REGUEIRA ALMADA;9303-678
14578046;PEDRO AZEREDO CARVALHEIRA BARBOSA;12111-85
14579866;HUGO PINHEIRO BELCHIOR CARREIRA AZEREDO;11567-237
14582216;LEONOR TINOCO AMORIM AGUIAR CARDOSO FONSECA;1520-158
14583044;BÓRIS FERREIRA MOTA QUADROS NOGUEIRA MACEDO ROSADO;12685-308
14585655;DAVID QUADROS NUNES FERRAZ SILVA LOBATO VIVAS;16933-89
14586516;ALZINDA FERREIRA CUNHA MOURÃO;8679-290
14588050;BÓRIS CASTRO CIPRIANO VALBOM CARMONA;11253-165
14590585;LUCAS PERES ROCHA SEIXAS;7333-701
14591621;LEONOR PINTO SEQUEIRA LEÃO;7263-874
14593444;CARLA SOEIRO AGUIAR CALADO NOGUEIRA;19322-555
14594366;ANA FARIAS DIAS CALHEIROS;13276-985
14594760;EDUARDO FARIAS LOBATO ANDRADE;9966-831
14595110;FRANCISCA MENDES VIVAS SILVA REGUEIRA;12653-274
14596006;LILIANA BELCHIOR FERRAZ AZEREDO MOURÃO AROUCA;6455-159
14596253;FRANCISCA AGUIAR CALADO TINOCO;8807-464
14596736;EDUARDO ARANTES AZEREDO CARMONA MENDES AZEVEDO BACELAR;8381-708
14597531;RITA NUNES SANTOS BARBOSA MOTA MARTINS;2528-121
14598258;DINA ROSADO NUNES REGO AZENHA CUNHA;14503-745
14599637;BRUNO BAPTISTA NASCIMENTO LEAL;12592-205
14599744;CAMILO COELHO FERRO TINOCO MOURA MOREIRA;10208-462
14601442;MARISA NASCIMENTO REAL PERES VALBOM AMADO FONSECA;15328-303
14601790;LUCAS CIPRIANO PIRES AMORIM VIVAS;3643-56
14601931;LUIS REGO FARIAS AROUCA CASTRO CARDOSO;15911-70
14602920;LUCAS EANES PIRES FERREIRA CANECO DINIS CALADO;12939-24
14604358;CLOTILDE COELHO SANTOS PACHECO SOEIRO PACHECO CALADO;5912-220
14604388;LEONOR SOEIRO CARVALHEIRA ALMEIDA CARRASCO;6641-65
14607046;FRANCISCA PERES CALHEIROS CALHEIROS;16504-197
14607834;CRISTIANO AZEVEDO MOURÃO ALMADA MENDES;8791-588
14608285;BRUNO CALADO CALHEIROS CLEMENTINO CASTRO LOBATO;6212-310
14608793;DULCINEIA PIRES ALMEIDA CAIADO;10178-578
14610573;EDUARDA EANES FERRAZ PIRES ALMADA ANDRADE;9585-310
14611749;CAMILO SOEIRO AZEREDO BRITO AMADO CABRAL;14785-857
14612090;CLARICE CALHEIROS AGUIAR BOGAS PERES TINOCO;9186-63
14616897;BRUNA ESTRELA FARIAS AZEVEDO LOPES TINOCO SANTOS;6414-637
14618055;CRISTINA MATEUS AZEREDO ESTRELA PERES;3218-730
14618174;EDUARDO NASCIMENTO CALHEIROS CIPRIANO AROUCA MATOS MACEDO;6406-85
14621588;CRISTINA AZEREDO TINOCO SEQUEIRA CLEMENTINO PROENCA MATEUS;17399-116
14621769;CARLOTA BAPTISTA AZENHA ARANTES MACEDO BACELAR CARRASCO;18571-468
14623189;VALDEMAR MOURA FERRAZ MACEDO AMADO CARRICO;2105-893
14624107;BÓRIS BRITO PIRES CASTANHEIRA ANDRADE;10165-408
14624412;CLARICE DINIS AMADO SOEIRO;13975-125
14627522;CARLOTA AMORIM LEÃO QUEIROS ROCHA;10337-77
14628428;BERNARDO SOEIRO CABRAL SEIXAS NOGUEIRA;15921-687
14631616;DUARTE BARBOSA REGO CIPRIANO CARRASCO CARNEIRO;4718-370
14632545;LUCAS AMADO MENDES SANTOS;7900-403
14632878;RITA PROENCA PINTO PIRES CABRAL LOPES CIPRIANO;19567-264
14633773;PEDRO AROUCA CARRASCO MORENO;14820-293
14634783;CARLA CARMONA LOPES AROUCA COELHO;7272-415
14635020;BÓRIS CAIADO QUADROS MATEUS CARMONA FERRAZ;19837-902
14636350;JOANA AMORIM MATOS REGUEIRA;12017-931
14637551;CARLOTA AMORA REGUEIRA LEAL;18938-736
14637769;VITOR REGO CALHEIROS PAREDES MOREIRA ANTUNES PERES;6347-82
14638852;DOLORES MARTINS FERRO CUNHA ANTUNES CASTANHEIRA FERRAZ;7175-503
14638983;RICARDO NUNES SEQUEIRA AMORIM SOEIRO PACHECO LEÃO;4776-514
14647981;FRANCISCO CARMONA MACEDO MARTINS NASCIMENTO MOTA CASTANHEIRA;14396-448
14648402;DANIEL CIPRIANO AGUIAR BRITO BARBOSA FERREIRA;19759-674
14648573;LILIANA BRITO MORA BOGAS;9407-239
14656070;CLARICE BARROS PAREDES CASTRO DOMINGOS SEQUEIRA VALBOM;7700-759
14656980;ANA CABRAL CAIADO MATEUS SOEIRO FONSECA;19879-792
14657503;CARMO MOREIRA ALMEIDA ALMEIDA;4148-604
14658146;BÓRIS FERRO MATEUS CABRAL CASTANHEIRA;18562-737
14658752;BASILIO BOGAS CAIADO ANDRADE MENDES REAL PAREDES;2129-603
14659374;CAMILO DIAS FERRO PAREDES BARROS MOURÃO;8363-932
14661528;CRISTIANA REGUEIRA FERREIRA AZENHA PROENCA CAIADO;6052-3
14663163;BRUNA PACHECO MENDES ROCHA CARDOSO;3627-269
14663772;PAULO NASCIMENTO DIAS CARDOSO BAPTISTA ALMEIDA;16798-46
14664810;BÓRIS PIRES DINIS AMORIM;16390-11
14665223;EDUARDO CARRICO NASCIMENTO BARROS;1094-630
14666336;CARLA PERES PERES MORENO;18173-436
14666510;CELSO SOEIRO PINTO AZEREDO SEQUEIRA MARTINS;1865-931
14666707;DULCINEIA CASTRO DINIS CASTANHEIRA FERRO REGO CALHEIROS;8252-752
14671367;MARISA CARMONA DIAS CIPRIANO DINIS;16985-975
14672620;CLOTILDE PAREDES BELCHIOR AGUIAR MENDES SEQUEIRA;16163-1
14672749;SORAIA CARNEIRO MATOS FERRO AMORA ALMEIDA;14589-56
14677563;DOLORES PACHECO RAMALHO CASTANHEIRA FONSECA REAL;14760-251
14679518;MARIA AMORIM BARBOSA PACHECO MATOS;6001-378
14679565;BASILIO CARNEIRO SOEIRO AMORIM MORENO CIPRIANO;19092-900
14682518;LUCAS MORA PINTO CALADO;1638-482
14682962;CATARINA ANTUNES CARREIRA CAIADO;14660-240
14683580;CLOTILDE VIVAS PINTO BOGAS;4412-521
14685026;DORA BRITO PACHECO REAL AZENHA AMORIM AZEREDO;11436-263
14685445;PAULO PINHEIRO MOURA PIRES AZENHA;15175-515
14686284;ODETE ANTUNES DINIS MATEUS PINHEIRO BRITO;6470-95
14687814;EDUARDO CARRICO CIPRIANO ANDRADE BARROS;18588-30
14688257;CAMILO CAIADO ANTUNES MACEDO;4563-555
14689099;PEDRO CARVALHEIRA AZEVEDO MATEUS MENDES;11003-138
14689176;VALDEMAR DINIS FONSECA SILVA REGO AROUCA RAMALHO;13785-473
14690399;RITA CARVALHEIRA DIAS SILVA ARANTES FONSECA;11337-502
14690660;CELINA CASTANHEIRA CIPRIANO BOGAS AZEVEDO;19260-996
14691667;DOLORES FERRAZ AMORIM SOEIRO;4224-263
14692853;PAULA CARNEIRO CALADO PROENCA ANDRADE MENDES CALADO;11937-394
14694052;SORAIA CARMONA CARRICO CALHEIROS DOMINGOS;10429-868
14697594;BASILIO BELCHIOR MATEUS QUEIROS LEÃO;5995-713
